10-21pts, 7+ cards in minors,      or 14-17pts 5D plus a 4 card major,                   (4/5 clubs) values in major(s),
,NB.shouldn’t have:,      or 11-17pts 1444/4144,3C- 5-8pts 6 clubs,Appendix 6
,a) 4 card major,,3D – 9-11 4 card support (balanced),Appendix 6
,1H or 1S,,,
,b) 4 card support,2NT – 17-18pts balanced,"3C – weak 6 card suit, 5-8pts",Natural
,10+pts,,"3D- 5-7pts, 3+ card support",Natural
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1D,1NT,"2H/2S- REVERSE, 17+pts natural (5-4)","2NT- Forces 3C (weak C, weak D raise or no stop)",Appendix 3
Natural 4+,5-12pts,,"3D- 5-7pts, 3+ card support",Natural
10-21pts,will have 7+ cards,,"3C – 6+ clubs, 5-8pts",Natural
,in minors,,"3NT- natural, 8-12pts",Natural
,,,NEW SUIT (other major) – “FSF” 8-12pts,Natural
,,,,
,,"2D- minimum, usually 6+D","2H/2S – 10-12 pts values, 3 card support",Natural
,,,2NT – natural 10-12pts,Natural
,,,"3C – 5-8 pts, 6+ clubs, no support",Natural
,,,,
,,3C – invitational with 4+ clubs,Natural,Natural
,,,,
,,"3D- good 6+ card suit, 7-8 tricks",Natural,Natural
,,,,
,,"3H/3S – strong, highly distributional (6-5)",Natural,Natural
,,,,
,,3NT – to play,,
,,,,
,,,,
1D,2C*,2D- usually 5+ suit,2H/2S – natural (5-4),Appendix 1
Natural 4+,Natural 4+ suit,,"2NT- natural in principle, not minimum",Appendix 1
10-21pts,Game Forcing,,"3C- good club suit, invites support",Appendix 1
,,,3D- 3+ card support,Appendix 1
,*By PASSED,,"3H/3S-Splinter, diamond support",Appendix 1
,HAND natural,,"3NT- natural, minimum",Appendix 1
,"9+pts, invitational",,,
,,"2H- natural (5-4), reversing values",2S- FSF,Appendix 1
,,,2NT- natural in principle,Appendix 1
,,,"3C- good club suit, invites support",Appendix 1
,,,3D- 3+ card support,Appendix 1
,,,3H- natural raise,Appendix 1
,,,,
,,"2S- natural (5-4), reversing values",As AFTER 1D-2C-2H,
,,,3H- FSF; 2NT-natural; 3C-good suit; 3D/3S- raise,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1D,2C*,2NT- 11-13 or 17-18pts balanced,3C- checkback,Appendix 2
Natural 4+,Natural 4+ suit,(with only 4 diamonds),"3D- 4+ card support, non minimum",Appendix 1
10-21pts,Game Forcing,,"3H/3S- Natural, non minimum",Appendix 1
,,,"3NT – natural, minimum",Appendix 1
,,,,
,,"3C- 4 card support, not minimum",Natural,Appendix 1
,,,,
,,"3D- good 6+ card suit, 7-8 tricks",Natural,Appendix 1
,,,,
,,"3H/3S – Splinter raise, minimum",Natural,Appendix 1
,,,,
,,"3NT- 2254, minimum",Natural,Appendix 1
,,,,
1D,2D,ALL further bidding is similar to sequences following 1C-2C:,,
Natural 4+,4+ support,,,
10-21pts,10-15pts bal (not,2H- any minimum,2S-game interest only,Bids out shape
,3334 13-15pts),,"2NT- natural, non forcing",Natural
,or 9+pts unbal,,3C- definite slam interest (diamonds),Natural (cue bid)
,(NB. wont have a,,,3NT-poor 11-13 bal
,5+ H/S suit),,"3D- natural, non forcing",Natural
,,,3H/3S/4C- Splinter raise (diamonds),Natural (cue bid)
, ,,3NT – natural,Natural
,,,4D- RKCB,Appendix 4
,,,,
,,"2S- natural (5-4), non minimum","2NT- natural (in principle), non minimum",Natural
,,,3C- natural in principle,Natural
,,,3D- sets suit,Natural (cue bid)
,,,3S- confirms fit,3NT- serious try
,,,3H/4C- Splinter,Natural (cue bid)
,,,"3NT- natural, minimum (10-12pts)",Natural
,,,4D- RKCB,Appendix 4
,,,,
,,,,
,,,,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1D,2D,"2NT- shows 4 hearts, non minimum",3C- natural in principle,Natural
Natural 4+,4+ support,,3D- sets suit,Natural (cue bid)
10-21pts,10-15pts bal (not,,"3H- confirms fit, good hand",3NT- serious try
,3334 13-15pts),,"3S/4C- Splinter, limited",Natural (cue bid)
,or 9+pts unbal,,"3NT- natural, minimum (10-12pts)",Natural
,,,4D- RKCB,Appendix 4
,,,,
,,"3C- natural (5-4), non minimum",3D- sets suit,Natural (cue bid)
,,,"3H/3S- Splinter, limited",Natural (cue bid)
,,,"3NT- natural, minimum (10-12pts)",Natural
,,,4C/4D- RKCB,Appendix 4
,,,,
,,"3D- 6 card suit, non minimum",New suit – cue bid,Natural (cue bid)
,,      (usually no shortage unless clubs),"3NT- natural, minimum",Natural
,,,4D- RKCB,Appendix 4
,,,,
,,"3H/3S/4C – self splinter with 6+ suit, non min",New suit- cue bid,Natural (cue bid)
,,,"3NT- natural, minimum",Natural
,,,4D- RKCB,Appendix 4
,,,,
,,3NT- 17-18pts balanced,Natural,Natural
,,,,
,,4D- RKCB,,Appendix 4
,,,,
1D,2H/2S*,2NT -asks for features,"NEW SUIT= feature, non minimum",Natural
Natural 4+,"weak 3-9pts, 6+",,REBID – minimum,Natural
10-21pts,"suit, no fit (<Hxx)",,3NT- maximum good suit (>Hhxxxx),Natural
,,,,
,(*BY PASSED,"3D- 6+ card suit, no fit",Natural,Natural
,HAND SHOWS,,,
,FIT JUMP (invit)),NEW SUIT – strong and distributional,Natural,Natural
,,,,
,,RAISE – obstructive,Natural,Natural
,,,,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1D,2NT*,"3C- natural, either 5-4 or 4144/1444",3D- promises 3+D,3H/3S- show 4441
Natural 4+,15+pts balanced,,3H/3S- natural (denies 3+ D),Natural
10-21pts,(denies 4+ support),,"3NT – 4423, minimum",Natural
,,,4C- agrees suit,Natural (cue bid)
,,,,
,(*BY PASSED,"3D- 6 card suit,",3H/3S- natural (denies 3+ D),Natural
,HAND SHOWS,,"3NT- likely 3334, minimum",Natural (cue bid)
,SOUND RAISE,,"4C- 3334, non minimum",Natural (cue bid)
,to 3D),,4D- agrees suit,Natural
,,,,
,,"3H/3S- natural, 5-4",NEW SUIT (3 level)- natural,Natural
,,,3NT- minimum,Natural
,,,"NEW SUIT (4 level)- raise in major, maximum",Natural (cue bid)
,,,4D- agrees suit,Natural (cue bid)
,,,,
,,3NT- 11-13pts balanced,responder continues naturally,Natural
,,,,
,,"4C/4H/4S- Self splinter maximum, 6+D",Natural (cue bid),Natural (cue bid)
,,,,
,,4D- 17-18pts balanced with 5/6D,Natural,Natural
,,,,
,,4NT- 17-18pts specifically 3343 shape,Natural,Natural
,,,,
,,,,
1D,3C*,"3D- 6+D, no club fit",responder usually passes,
Natural 4+,"6+ clubs, invit",,,
10-21pts,no fit (<Hxx),3H/3S- values (may be natural),3NT- natural,Natural
,(*BY PASSED,,"4C- natural, unable to bid 3NT",Natural
,HAND SHOWS,3NT- to play,,
,FIT JUMP (invit)),,,
,,4C- agrees clubs (slam interest),,Natural (cue bid)
,,,,
,,,,
,,,,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1D,3D,Natural,,Natural
Natural 4+,obstructive raise,,,
,,,,
1D,3H/3S4C,New suit- cue bid; 3NT- to play if max; 4D- min,,Natural
Natural 4+,Splinter (limited),,,
,,,,
1D,3NT,Natural,,Natural
Natural 4+,13-15pts 3343,,,
